         30469671 function calls (30469298 primitive calls) in 78.766 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4971    0.012    0.000    0.225    0.000 <__array_function__ internals>:2(norm)
    49398    0.011    0.000    0.011    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2232(_any_dispatcher)
     5763    0.010    0.000    0.010    0.000 {built-in method numpy.empty}
     1297    0.010    0.000    0.024    0.000 C:\Users\nmoll\OneDrive\Documents\Gen-Modeling-Governance\strategy_optimization.py:22(boundary_projection)
     5763    0.009    0.000    0.038    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\numeric.py:159(ones)
     5033    0.007    0.000    0.052    0.000 <__array_function__ internals>:2(all)
     5033    0.007    0.000    0.037    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2324(all)
     5763    0.006    0.000    0.019    0.000 <__array_function__ internals>:2(copyto)
    20185    0.006    0.000    0.006    0.000 {method 'append' of 'list' objects}
     5758    0.006    0.000    0.018    0.000 <__array_function__ internals>:2(squeeze)
        8    0.005    0.001    0.005    0.001 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\backends\backend_qt5.py:692(_icon)
        1    0.004    0.004    0.066    0.066 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\backends\backend_qt5.py:552(__init__)
     5758    0.004    0.000    0.007    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1426(squeeze)
     5758    0.003    0.000    0.003    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
     4971    0.003    0.000    0.003    0.000 {method 'conj' of 'numpy.ndarray' objects}
      186    0.002    0.000    0.026    0.000 {built-in method scipy.optimize._zeros._brentq}
        1    0.002    0.002   78.766   78.766 <ipython-input-266-2ab21a1094fa>:4(<module>)
     4971    0.002    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:2312(_norm_dispatcher)
        1    0.002    0.002    0.002    0.002 {built-in method raise_}
     5763    0.001    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
      112    0.001    0.000    0.003    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:942(update)
       73    0.001    0.000    0.002    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\cbook\__init__.py:1679(normalize_kwargs)
     5033    0.001    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2320(_all_dispatcher)
     5758    0.001    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1422(_squeeze_dispatcher)
        3    0.001    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\zmq\sugar\socket.py:342(send)
        1    0.001    0.001   78.762   78.762 C:/Users/nmoll/OneDrive/Documents/Gen-Modeling-Governance/GM_code.py:9(sample)
      186    0.001    0.000    0.027    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\scipy\optimize\zeros.py:654(brentq)
        8    0.001    0.000    0.001    0.000 {built-in method addAction}
 1110/913    0.001    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:219(stale)
     1022    0.001    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\__init__.py:811(__getitem__)
       21    0.001    0.000    0.006    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:273(__init__)
       56    0.001    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:74(__init__)
       19    0.001    0.000    0.001    0.000 {method 'rand' of 'numpy.random.mtrand.RandomState' objects}
      224    0.001    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\cbook\__init__.py:2018(_setattr_cm)
     1791    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      168    0.001    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\networkx\convert_matrix.py:598(<genexpr>)
       74    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:199(axes)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       16    0.000    0.000    0.002    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\ticker.py:1948(_validate_steps)
      249    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:82(__init__)
      108    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\abc.py:180(__instancecheck__)
       70    0.000    0.000    0.003    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:1064(set)
      119    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:164(set_children)
      114    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\contextlib.py:59(__init__)
        9    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:667(recache)
       54    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:2299(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\networkx\classes\digraph.py:643(add_edges_from)
        6    0.000    0.000    0.004    0.001 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:2425(handle_single_axis)
      180    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:49(_stale_axes_callback)
        1    0.000    0.000    0.006    0.006 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\backends\backend_qt5.py:681(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\lib\function_base.py:1141(diff)
        6    0.000    0.000    0.011    0.002 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:56(__init__)
       14    0.000    0.000    0.004    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:332(_apply_params)
      216    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\cbook\__init__.py:2157(_check_in_list)
      239    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:338(pchanged)
       19    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\font_manager.py:620(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:2791(nonsingular)
      169    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\_weakrefset.py:70(__contains__)
       15    0.000    0.000    0.000    0.000 {method 'uniform' of 'numpy.random.mtrand.RandomState' objects}
      261    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(diff)
     1110    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:774(get_animated)
       19    0.000    0.000    0.002    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\text.py:121(__init__)
   103/80    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:137(_invalidate_internal)
       42    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:1113(_split_drawstyle_linestyle)
       79    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      114    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\contextlib.py:79(__enter__)
       17    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:1914(rotate)
        1    0.000    0.000   78.764   78.764 C:/Users/nmoll/OneDrive/Documents/Gen-Modeling-Governance/GM_code.py:186(run_multiple)
      120    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:1683(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:648(set_data)
       16    0.000    0.000    0.004    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\scale.py:86(set_default_locators_and_formatters)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:726(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:1146(set_linestyle)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\numeric.py:2244(within_tol)
    28/14    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\units.py:142(get_converter)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\backends\backend_qt5.py:227(__init__)
      114    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\contextlib.py:85(__exit__)
       19    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\font_manager.py:776(set_weight)
       16    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\ticker.py:1963(_staircase)
      146    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       21    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\markers.py:292(set_marker)
       47    0.000    0.000    0.002    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\text.py:170(update)
       17    0.000    0.000    0.003    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:709(set_clip_path)
       34    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:1962(translate)
      583    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:194(axes)
       16    0.000    0.000    0.003    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\ticker.py:1971(set_params)
        1    0.000    0.000    0.006    0.006 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\backends\backend_qt5.py:700(_init_toolbar)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\cbook\__init__.py:163(connect)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:2208(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\ticker.py:512(__init__)
       17    0.000    0.000    0.002    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\patches.py:728(_update_patch_transform)
       41    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\colors.py:149(to_rgba)
       12    0.000    0.000    0.003    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:819(cla)
      114    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\contextlib.py:157(helper)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       19    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\font_manager.py:812(set_size)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:1635(set_major_locator)
       19    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\font_manager.py:757(set_style)
        3    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:458(_get_tick1line)
    28/24    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\spines.py:487(get_spine_transform)
       55    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:673(set_figure)
       80    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:126(invalidate)
       46    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       13    0.000    0.000    0.000    0.000 {function NavigationToolbar2QT.sizeHint at 0x000002D5F17D9F28}
       10    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\cycler.py:349(by_key)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:975(eigvals)
      444    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       12    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\numeric.py:2167(isclose)
        6    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\patches.py:42(__init__)
        1    0.000    0.000    0.019    0.019 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:960(cla)
       54    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:2470(composite_transform_factory)
       28    0.000    0.000    0.000    0.000 {built-in method devicePixelRatio}
      186    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\scipy\optimize\zeros.py:72(results_c)
        2    0.000    0.000   78.766   39.383 C:\Users\nmoll\Anaconda3\lib\site-packages\IPython\core\interactiveshell.py:3293(run_code)
       43    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
       17    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:1930(rotate_deg)
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ntpath.py:122(splitdrive)
       24    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\networkx\algorithms\components\weakly_connected.py:155(_plain_bfs)
       17    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\shape_base.py:25(atleast_1d)
        8    0.000    0.000    0.013    0.002 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:862(set_tick_params)
      112    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\cbook\__init__.py:2023(<listcomp>)
       66    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(dot)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:842(reset_ticks)
       42    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\markers.py:245(_recache)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:3161(set_xlim)
    29/15    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:736(get_yaxis_transform)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:3543(set_ylim)
      166    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\networkx\convert_matrix.py:572(<lambda>)
       19    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\font_manager.py:794(set_stretch)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:3143(_validate_converted_limits)
       15    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:1976(scale)
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:1401(set_dash_capstyle)
      186    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\cbook\__init__.py:205(process)
       85    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:946(get_points)
       59    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\lines.py:59(_scale_dashes)
      236    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       10    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ntpath.py:75(join)
       50    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:360(set_transform)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:2434(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        2    0.000    0.000    0.003    0.001 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axis.py:715(__init__)
        3    0.000    0.000    0.002    0.001 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\axes\_base.py:363(_plot_args)
       31    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\transforms.py:1819(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
       67    0.000    0.000    0.000    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\artist.py:905(set_visible)
       16    0.000    0.000    0.003    0.000 C:\Users\nmoll\AppData\Roaming\Python\Python36\site-packages\matplotlib\ticker.py:1896(__init__)
        3    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       16    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
       24    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
